"cdSecao";"cdGrupo";"cdSubGrupo";"dsSetor";"dsSecao";"dsGrupo";"dsSubGrupo";"cdEstrutura";"dsCategoria";"Commodity";"Pereciveis_IN"
33;7;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";"DISPONIVEL";330705;"AMACIANTES";;
33;8;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";;330800;"PASSA ROUPAS";;
33;8;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";"PASSA ROUPA PULVERIZADOR";330801;"PASSA ROUPAS";;
33;8;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";"PASSA ROUPA REFIL";330802;"PASSA ROUPAS";;
33;8;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";"PERFUMADOR";330803;"PASSA ROUPAS";;
33;8;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";"DISPONIVEL";330804;"PASSA ROUPAS";;
33;8;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"PASSA ROUPAS";"DISPONIVEL";330805;"PASSA ROUPAS";;
33;9;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";;330900;"DESINFETANTES LIQUIDO";;
33;9;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE PINHO 500ML";330901;"DESINFETANTES LIQUIDO";;
33;9;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE PINHO 1L";330902;"DESINFETANTES LIQUIDO";;
33;9;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE PINHO 2L";330903;"DESINFETANTES LIQUIDO";;
33;9;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE LEITOSO 500/7";330904;"DESINFETANTES LIQUIDO";;
33;9;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE LEITOSO 2L";330905;"DESINFETANTES LIQUIDO";;
33;9;6;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DESINFETANTE GERMICIDA 500";330906;"DESINFETANTES LIQUIDO";;
33;9;7;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESINFETANTES LIQUIDO";"DISPONIVEL";330907;"DESINFETANTES LIQUIDO";;
33;10;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";;331000;"DESODORIZADOR";;
33;10;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZADOR APARELHO E P";331001;"DESODORIZADOR";;
33;10;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZADOR PEDRA";331002;"DESODORIZADOR";;
33;10;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"ANTIMOFO";331003;"DESODORIZADOR";;
33;10;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"NAFTALINA";331004;"DESODORIZADOR";;
33;10;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZADOR/NEUTRALIZADO";331005;"DESODORIZADOR";;
33;10;6;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZ SPRAY";331006;"DESODORIZADOR";;
33;10;7;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZADOR BLOCO REFIL";331007;"DESODORIZADOR";;
33;10;8;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESODORIZADOR";"DESODORIZADOR COMPACTO";331008;"DESODORIZADOR";;
33;11;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";;331100;"LIMPADORES";;
33;11;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADOR SANIT";331101;"LIMPADORES";;
33;11;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADOR VIDRO";331102;"LIMPADORES";;
33;11;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADOR PESADA";331103;"LIMPADORES";;
33;11;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADOR MULTIUSO";331104;"LIMPADORES";;
33;11;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADOR PERFUMADO";331105;"LIMPADORES";;
33;11;6;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"LIMPADORES ESPECIAIS";331106;"LIMPADORES";;
33;11;7;"HIPEL";"PRODUTOS PARA LIMPEZA";"LIMPADORES";"DISPONIVEL";331107;"LIMPADORES";;
33;12;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESENGORDURANTE";;331200;"DESENGORDURANTE";;
33;12;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESENGORDURANTE";"DESENGORDURANTE PULVERIZAD";331201;"DESENGORDURANTE";;
33;12;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESENGORDURANTE";"DESENGORDURANTE REFIL/ SQU";331202;"DESENGORDURANTE";;
33;12;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"DESENGORDURANTE";"DISPONIVEL";331203;"DESENGORDURANTE";;
33;13;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";;331300;"LUSTRADORES E POLIDORES";;
33;13;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";"LUSTRA MOVEIS/BRILHA MOVEI";331301;"LUSTRADORES E POLIDORES";;
33;13;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";"LUSTRA MOVEIS 500ML";331302;"LUSTRADORES E POLIDORES";;
33;13;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";"OLEO PARA MOVEIS";331303;"LUSTRADORES E POLIDORES";;
33;13;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";"POLIDOR DE METAIS";331304;"LUSTRADORES E POLIDORES";;
33;13;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUSTRADORES E POLIDORES";"VASELINA";331305;"LUSTRADORES E POLIDORES";;
33;14;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"ALCOOL/QUEROSENE/REMOVEDOR";;331400;"ALCOOL/QUEROSENE/REMOVEDOR";;
33;14;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"ALCOOL/QUEROSENE/REMOVEDOR";"ALCOOL LIQUIDO";331401;"ALCOOL/QUEROSENE/REMOVEDOR";;
33;14;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"ALCOOL/QUEROSENE/REMOVEDOR";"ALCOOL GEL";331402;"ALCOOL/QUEROSENE/REMOVEDOR";;
33;14;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"ALCOOL/QUEROSENE/REMOVEDOR";"QUEROSENE";331403;"ALCOOL/QUEROSENE/REMOVEDOR";;
33;14;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"ALCOOL/QUEROSENE/REMOVEDOR";"REMOVEDOR";331404;"ALCOOL/QUEROSENE/REMOVEDOR";;
33;15;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";;331500;"INSETICIDAS/ACESSORIOS";;
33;15;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"INSETICIDA AEROSOL";331501;"INSETICIDAS/ACESSORIOS";;
33;15;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"INSETICIDA LIQUIDO";331502;"INSETICIDAS/ACESSORIOS";;
33;15;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"INSETICIDA ESPIRAIS/ GRANU";331503;"INSETICIDAS/ACESSORIOS";;
33;15;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"REPELENTE APARELHO";331504;"INSETICIDAS/ACESSORIOS";;
33;15;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"REPELENTE REFIL";331505;"INSETICIDAS/ACESSORIOS";;
33;15;6;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"REPELENTE";331506;"INSETICIDAS/ACESSORIOS";;
33;15;7;"HIPEL";"PRODUTOS PARA LIMPEZA";"INSETICIDAS/ACESSORIOS";"PULVERIZADOR";331507;"INSETICIDAS/ACESSORIOS";;
33;16;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"SAPONACEOS";;331600;"SAPONACEOS";;
33;16;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"SAPONACEOS";"SAPONACEO PO";331601;"SAPONACEOS";;
33;16;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"SAPONACEOS";"SAPONACEO CREMOSO";331602;"SAPONACEOS";;
33;16;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"SAPONACEOS";"SAPONACEO TABLETE";331603;"SAPONACEOS";;
33;17;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"PISOS";;331700;"PISOS";;
33;17;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"PISOS";"CERA PASTA";331701;"PISOS";;
33;17;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"PISOS";"CERA LIQUIDA 500/750ML";331702;"PISOS";;
33;17;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"PISOS";"REMOVEDOR DE CERA";331703;"PISOS";;
33;17;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"PISOS";"LIMPADOR PISO";331704;"PISOS";;
33;18;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUBRIFICANTES";;331800;"LUBRIFICANTES";;
33;18;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"LUBRIFICANTES";"OLEO LUBRIFICANTE";331801;"LUBRIFICANTES";;
33;19;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;331900;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;19;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";"SABAO PO INSTITUCIONAL";331901;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;19;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";"AGUA SANITARIA INSTITUCION";331902;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;19;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";"DESINFETANTE INSTITUCIONAL";331903;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;19;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";"AMACIANTE INSTITUCIONAL";331904;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;19;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"PRODUTOS PARA LIMPEZA INSTITUCIONAL";"DETERGENTE INSTITUCIONAL";331905;"PRODUTOS PARA LIMPEZA INSTITUCIONAL";;
33;20;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"ACIDOS QUIMICOS";;332000;"ACIDOS QUIMICOS";;
33;20;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"ACIDOS QUIMICOS";"SODA CAUSTICA/ACIDO";332001;"ACIDOS QUIMICOS";;
33;20;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"ACIDOS QUIMICOS";"DISPONIVEL";332002;"ACIDOS QUIMICOS";;
33;21;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"TIRA MANCHAS E FERRUGENS";;332100;"TIRA MANCHAS E FERRUGENS";;
33;21;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"TIRA MANCHAS E FERRUGENS";"TIRA MANCHAS E FERRUGENS";332101;"TIRA MANCHAS E FERRUGENS";;
33;21;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"TIRA MANCHAS E FERRUGENS";"DISPONIVEL";332102;"TIRA MANCHAS E FERRUGENS";;
33;22;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"POMADAS PARA CALCADOS";;332200;"POMADAS PARA CALCADOS";;
33;22;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"POMADAS PARA CALCADOS";"PASTA PARA CALCADOS";332201;"POMADAS PARA CALCADOS";;
33;22;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"POMADAS PARA CALCADOS";"LIQUIDO PARA CALCADOS/AMAC";332202;"POMADAS PARA CALCADOS";;
33;22;11;"HIPEL";"PRODUTOS PARA LIMPEZA";"POMADAS PARA CALCADOS";"DISPONIVEL";332211;"POMADAS PARA CALCADOS";;
33;23;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"LA DE ACO/ESPONJA";;332300;"LA DE ACO/ESPONJA";;
33;23;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"LA DE ACO/ESPONJA";"LA PALHA DE ACO";332301;"LA DE ACO/ESPONJA";;
33;23;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"LA DE ACO/ESPONJA";"ESPONJA LISA/ANTIADERENTE";332302;"LA DE ACO/ESPONJA";;
34;0;0;"HIPEL";"PRODUTOS INFANTIS";;;340000;;;
34;1;0;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";;340100;"FRALDAS E FITAS-70";;
34;1;1;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA PACOTINHO";340101;"FRALDAS E FITAS-70";;
34;1;2;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA NOTURNA PACOTAO";340102;"FRALDAS E FITAS-70";;
34;1;3;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA POPULAR PACOTAO";340103;"FRALDAS E FITAS-70";;
34;1;4;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA MEDIUM PACOTAO";340104;"FRALDAS E FITAS-70";;
34;1;5;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA PREMIUM PACOTAO";340105;"FRALDAS E FITAS-70";;
34;1;6;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDAS ESPECIAIS";340106;"FRALDAS E FITAS-70";;
34;1;7;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA DIURNA PREMIUM REGU";340107;"FRALDAS E FITAS-70";;
34;1;8;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FRALDA DIURNA PREMIUM PACO";340108;"FRALDAS E FITAS-70";;
34;1;9;"HIPEL";"PRODUTOS INFANTIS";"FRALDAS E FITAS-70";"FITA PARA FRALDA";340109;"FRALDAS E FITAS-70";;
34;2;0;"HIPEL";"PRODUTOS INFANTIS";"UTILIDADES INFANTIS";;340200;"UTILIDADES INFANTIS";;
34;2;1;"HIPEL";"PRODUTOS INFANTIS";"UTILIDADES INFANTIS";"KIT E ESTOJO INFANTIL";340201;"UTILIDADES INFANTIS";;
34;2;2;"HIPEL";"PRODUTOS INFANTIS";"UTILIDADES INFANTIS";"ACESSORIOS";340202;"UTILIDADES INFANTIS";;
34;2;3;"HIPEL";"PRODUTOS INFANTIS";"UTILIDADES INFANTIS";"COPO/ COLHER/ TALHER/ INFA";340203;"UTILIDADES INFANTIS";;
34;2;4;"HIPEL";"PRODUTOS INFANTIS";"UTILIDADES INFANTIS";"PROTETORES";340204;"UTILIDADES INFANTIS";;
34;3;0;"HIPEL";"PRODUTOS INFANTIS";"MAMADEIRAS E ACESSORIOS";;340300;"MAMADEIRAS E ACESSORIOS";;
34;3;1;"HIPEL";"PRODUTOS INFANTIS";"MAMADEIRAS E ACESSORIOS";"MAMADEIRA";340301;"MAMADEIRAS E ACESSORIOS";;
34;3;2;"HIPEL";"PRODUTOS INFANTIS";"MAMADEIRAS E ACESSORIOS";"ACESSORIO P/MAMADEIRA";340302;"MAMADEIRAS E ACESSORIOS";;
34;4;0;"HIPEL";"PRODUTOS INFANTIS";"CHUPETA/MORDEDOR/PRENDEDOR";;340400;"CHUPETA/MORDEDOR/PRENDEDOR";;
34;4;1;"HIPEL";"PRODUTOS INFANTIS";"CHUPETA/MORDEDOR/PRENDEDOR";"CHUPETA";340401;"CHUPETA/MORDEDOR/PRENDEDOR";;
34;4;2;"HIPEL";"PRODUTOS INFANTIS";"CHUPETA/MORDEDOR/PRENDEDOR";"MORDEDOR";340402;"CHUPETA/MORDEDOR/PRENDEDOR";;
34;4;3;"HIPEL";"PRODUTOS INFANTIS";"CHUPETA/MORDEDOR/PRENDEDOR";"PRENDEDOR";340403;"CHUPETA/MORDEDOR/PRENDEDOR";;
34;5;0;"HIPEL";"PRODUTOS INFANTIS";"HIGIENE INFANTIL";;340500;"HIGIENE INFANTIL";;
34;5;1;"HIPEL";"PRODUTOS INFANTIS";"HIGIENE INFANTIL";"LENCO UMEDECIDO POTE";340501;"HIGIENE INFANTIL";;
34;5;2;"HIPEL";"PRODUTOS INFANTIS";"HIGIENE INFANTIL";"LENCO UMEDECIDO REFIL";340502;"HIGIENE INFANTIL";;
34;5;3;"HIPEL";"PRODUTOS INFANTIS";"HIGIENE INFANTIL";"HASTES FLEXIVEIS";340503;"HIGIENE INFANTIL";;
34;5;4;"HIPEL";"PRODUTOS INFANTIS";"HIGIENE INFANTIL";"OLEO/LOCAO PARA LIMPEZA";340504;"HIGIENE INFANTIL";;
34;6;0;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";;340600;"PERFUMARIA INFANTIL";;
34;6;1;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"TALCO";340601;"PERFUMARIA INFANTIL";;
34;6;2;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"SABONETE INFANTIL";340602;"PERFUMARIA INFANTIL";;
34;6;3;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"SHAMPOO BABY";340603;"PERFUMARIA INFANTIL";;
34;6;4;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"SHAMPOO KIDS";340604;"PERFUMARIA INFANTIL";;
34;6;5;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"CONDICIONADOR BABY";340605;"PERFUMARIA INFANTIL";;
34;6;6;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"CONDICIONADOR KIDS";340606;"PERFUMARIA INFANTIL";;
34;6;7;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"CREME PENTEAR INFANTIL";340607;"PERFUMARIA INFANTIL";;
34;6;8;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"COLONIA/LAVANDA INFANTIL";340608;"PERFUMARIA INFANTIL";;
34;6;9;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"OLEO/GEL/LOCAO PARA O CORP";340609;"PERFUMARIA INFANTIL";;
34;6;10;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"CREME PARA ASSADURA";340610;"PERFUMARIA INFANTIL";;
34;6;11;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"CREME/GEL DENTAL INFANTIL";340611;"PERFUMARIA INFANTIL";;
34;6;12;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"ESCOVA DENTAL INFANTIL";340612;"PERFUMARIA INFANTIL";;
34;6;13;"HIPEL";"PRODUTOS INFANTIS";"PERFUMARIA INFANTIL";"ANTI-SEPTICO BUCAL INFANTI";340613;"PERFUMARIA INFANTIL";;
35;0;0;"BAZAR";"ASSAR E COZINHAR";;;350000;;;
35;1;0;"BAZAR";"ASSAR E COZINHAR";"PANELAS";;350100;"PANELAS";;
35;1;1;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANELA PRESSAO 4.5L";350101;"PANELAS";;
35;1;2;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANELA PRESSAO 7L";350102;"PANELAS";;
35;1;3;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANELA POLIDA";350103;"PANELAS";;
35;1;4;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANELA A. A";350104;"PANELAS";;
35;1;5;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANELA INOX";350105;"PANELAS";;
35;1;6;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CACAROLA";350106;"PANELAS";;
35;1;7;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CANECA E COPO";350107;"PANELAS";;
35;1;8;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CUSCUZEIRO";350108;"PANELAS";;
35;1;9;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"FRIGIDEIRA";350109;"PANELAS";;
35;1;10;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CAFETEIRA";350110;"PANELAS";;
35;1;11;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"LEITEIRA";350111;"PANELAS";;
35;1;12;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"FORMA";350112;"PANELAS";;
35;1;13;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"ASSADEIRA";350113;"PANELAS";;
35;1;14;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"FERVEDOR";350114;"PANELAS";;
35;1;15;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PAPEIRO";350115;"PANELAS";;
35;1;16;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CHURRASQUEIRA";350116;"PANELAS";;
35;1;17;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PIPOQUEIRA";350117;"PANELAS";;
35;1;18;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PANQUEQUEIRA";350118;"PANELAS";;
35;1;20;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"PASSADOR PARA MASSA";350120;"PANELAS";;
35;1;22;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"BACIA/TACHO";350122;"PANELAS";;
35;1;24;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"TOSTADOR";350124;"PANELAS";;
35;1;25;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CONJUNTO DE PECAS";350125;"PANELAS";;
35;1;26;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"CONJ BANHO MARIA";350126;"PANELAS";;
35;1;27;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"SPAGUETEIRA";350127;"PANELAS";;
35;1;28;"BAZAR";"ASSAR E COZINHAR";"PANELAS";"IN-OUT";350128;"PANELAS";;
35;2;0;"BAZAR";"ASSAR E COZINHAR";"CACAROLAS";;350200;"CACAROLAS";;
35;2;1;"BAZAR";"ASSAR E COZINHAR";"CACAROLAS";"CACAROLA POLIDA";350201;"CACAROLAS";;
35;2;2;"BAZAR";"ASSAR E COZINHAR";"CACAROLAS";"CACAROLA A.A";350202;"CACAROLAS";;
35;2;3;"BAZAR";"ASSAR E COZINHAR";"CACAROLAS";"CACAROLA INOX";350203;"CACAROLAS";;
35;3;0;"BAZAR";"ASSAR E COZINHAR";"CALDEIRAO";;350300;"CALDEIRAO";;
35;3;1;"BAZAR";"ASSAR E COZINHAR";"CALDEIRAO";"CALDEIRAO POLIDO";350301;"CALDEIRAO";;
35;3;2;"BAZAR";"ASSAR E COZINHAR";"CALDEIRAO";"CALDEIRAO A.A";350302;"CALDEIRAO";;
35;3;3;"BAZAR";"ASSAR E COZINHAR";"CALDEIRAO";"CALDEIRAO INOX";350303;"CALDEIRAO";;
35;4;0;"BAZAR";"ASSAR E COZINHAR";"FRIGIDEIRAS";;350400;"FRIGIDEIRAS";;
35;4;1;"BAZAR";"ASSAR E COZINHAR";"FRIGIDEIRAS";"FRIGIDEIRA POLIDA";350401;"FRIGIDEIRAS";;
35;4;2;"BAZAR";"ASSAR E COZINHAR";"FRIGIDEIRAS";"FRIGIDEIRA A.A";350402;"FRIGIDEIRAS";;
35;4;3;"BAZAR";"ASSAR E COZINHAR";"FRIGIDEIRAS";"FRIGIDEIRA INOX";350403;"FRIGIDEIRAS";;
35;5;0;"BAZAR";"ASSAR E COZINHAR";"CUSCUZEIROS";;350500;"CUSCUZEIROS";;
35;5;1;"BAZAR";"ASSAR E COZINHAR";"CUSCUZEIROS";"CUSCUZEIRO POLIDO";350501;"CUSCUZEIROS";;
35;5;2;"BAZAR";"ASSAR E COZINHAR";"CUSCUZEIROS";"CUSCUZEIRO A.A";350502;"CUSCUZEIROS";;
35;5;3;"BAZAR";"ASSAR E COZINHAR";"CUSCUZEIROS";"CUSCUZEIRO INOX";350503;"CUSCUZEIROS";;
35;6;0;"BAZAR";"ASSAR E COZINHAR";"CONJUNTO PECAS";;350600;"CONJUNTO PECAS";;
35;6;1;"BAZAR";"ASSAR E COZINHAR";"CONJUNTO PECAS";"CONJUNTO PECAS POLIDA";350601;"CONJUNTO PECAS";;
35;6;2;"BAZAR";"ASSAR E COZINHAR";"CONJUNTO PECAS";"CONJUNTO PECAS A.A";350602;"CONJUNTO PECAS";;
35;6;3;"BAZAR";"ASSAR E COZINHAR";"CONJUNTO PECAS";"CONJUNTO PECAS INOX";350603;"CONJUNTO PECAS";;
35;7;0;"BAZAR";"ASSAR E COZINHAR";"FERVEDORES";;350700;"FERVEDORES";;
35;7;1;"BAZAR";"ASSAR E COZINHAR";"FERVEDORES";"FERVEDOR POLIDO";350701;"FERVEDORES";;
35;7;2;"BAZAR";"ASSAR E COZINHAR";"FERVEDORES";"FERVEDOR A.A";350702;"FERVEDORES";;
35;7;3;"BAZAR";"ASSAR E COZINHAR";"FERVEDORES";"FERVEDOR INOX";350703;"FERVEDORES";;
35;8;0;"BAZAR";"ASSAR E COZINHAR";"PAPEIROS";;350800;"PAPEIROS";;
35;8;1;"BAZAR";"ASSAR E COZINHAR";"PAPEIROS";"PAPEIRO";350801;"PAPEIROS";;
35;9;0;"BAZAR";"ASSAR E COZINHAR";"PASSADOR MASSA/ARROZ";;350900;"PASSADOR MASSA/ARROZ";;
35;9;1;"BAZAR";"ASSAR E COZINHAR";"PASSADOR MASSA/ARROZ";"PASSADOR MASSA/ARROZ PLAST";350901;"PASSADOR MASSA/ARROZ";;
35;9;2;"BAZAR";"ASSAR E COZINHAR";"PASSADOR MASSA/ARROZ";"PASSADOR MASSA/ARROZ ALUM/";350902;"PASSADOR MASSA/ARROZ";;
35;10;0;"BAZAR";"ASSAR E COZINHAR";"UTENSILIOS COZINHA";;351000;"UTENSILIOS COZINHA";;
35;10;1;"BAZAR";"ASSAR E COZINHAR";"UTENSILIOS COZINHA";"CONCHA";351001;"UTENSILIOS COZINHA";;
35;10;2;"BAZAR";"ASSAR E COZINHAR";"UTENSILIOS COZINHA";"GARFO TRINCHANTE";351002;"UTENSILIOS COZINHA";;
35;10;3;"BAZAR";"ASSAR E COZINHAR";"UTENSILIOS COZINHA";"ESPUMADEIRA";351003;"UTENSILIOS COZINHA";;
35;10;4;"BAZAR";"ASSAR E COZINHAR";"UTENSILIOS COZINHA";"COLHER ARROZ/MADEIRA";351004;"UTENSILIOS COZINHA";;
