"cdSecao";"cdGrupo";"cdSubGrupo";"dsSetor";"dsSecao";"dsGrupo";"dsSubGrupo";"cdEstrutura";"dsCategoria";"Commodity";"Pereciveis_IN"
29;17;0;"HIPEL";"PERFUMARIA E COSMETICOS";"ESTOJO PRESENTE";;291700;"ESTOJO PRESENTE";;
29;17;1;"HIPEL";"PERFUMARIA E COSMETICOS";"ESTOJO PRESENTE";"ESTOJO PRESENTE";291701;"ESTOJO PRESENTE";;
29;18;0;"HIPEL";"PERFUMARIA E COSMETICOS";"DESCOLORANTE";;291800;"DESCOLORANTE";;
29;18;1;"HIPEL";"PERFUMARIA E COSMETICOS";"DESCOLORANTE";"AGUA OXIGENADA";291801;"DESCOLORANTE";;
29;18;2;"HIPEL";"PERFUMARIA E COSMETICOS";"DESCOLORANTE";"DESCOLORANTE PO";291802;"DESCOLORANTE";;
29;18;3;"HIPEL";"PERFUMARIA E COSMETICOS";"DESCOLORANTE";"DOURA PELOS";291803;"DESCOLORANTE";;
29;19;0;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";;291900;"PRODUTOS MANICUR/PEDICURE";;
29;19;1;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"ESMALTE PREMIUM";291901;"PRODUTOS MANICUR/PEDICURE";;
29;19;2;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"ESMALTE CREMOSO";291902;"PRODUTOS MANICUR/PEDICURE";;
29;19;3;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"ESMALTE CINTILANTE";291903;"PRODUTOS MANICUR/PEDICURE";;
29;19;4;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"BASE PARA UNHA";291904;"PRODUTOS MANICUR/PEDICURE";;
29;19;5;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"FORTALECEDOR PARA UNHA";291905;"PRODUTOS MANICUR/PEDICURE";;
29;19;6;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"OLEO SECANTE";291906;"PRODUTOS MANICUR/PEDICURE";;
29;19;7;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"LIXA UNHA/PE/PALITO";291907;"PRODUTOS MANICUR/PEDICURE";;
29;19;8;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"ALICATE/TESOURA/CORTADOR";291908;"PRODUTOS MANICUR/PEDICURE";;
29;19;9;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"ACETONA";291909;"PRODUTOS MANICUR/PEDICURE";;
29;19;10;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"REMOVEDOR";291910;"PRODUTOS MANICUR/PEDICURE";;
29;19;11;"HIPEL";"PERFUMARIA E COSMETICOS";"PRODUTOS MANICUR/PEDICURE";"OLEO DE BANANA";291911;"PRODUTOS MANICUR/PEDICURE";;
29;20;0;"HIPEL";"PERFUMARIA E COSMETICOS";"ESPONJA BANHO";;292000;"ESPONJA BANHO";;
29;20;1;"HIPEL";"PERFUMARIA E COSMETICOS";"ESPONJA BANHO";"ESPONJA BANHO";292001;"ESPONJA BANHO";;
30;0;0;"HIPEL";"HIGIENE PESSOAL";;;300000;;;
30;1;0;"HIPEL";"HIGIENE PESSOAL";"PAPEL HIGIENICO";;300100;"PAPEL HIGIENICO";;
30;1;1;"HIPEL";"HIGIENE PESSOAL";"PAPEL HIGIENICO";"PAPEL HIGIENICO FOLHA SIMP";300101;"PAPEL HIGIENICO";;
30;1;2;"HIPEL";"HIGIENE PESSOAL";"PAPEL HIGIENICO";"PAPEL HIGIENICO FOLHA DUPL";300102;"PAPEL HIGIENICO";;
30;1;3;"HIPEL";"HIGIENE PESSOAL";"PAPEL HIGIENICO";"PAPEL HIGIENICO POPULAR";300103;"PAPEL HIGIENICO";;
30;1;4;"HIPEL";"HIGIENE PESSOAL";"PAPEL HIGIENICO";"PAPEL HIGIENICO 60METROS";300104;"PAPEL HIGIENICO";;
30;2;0;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";;300200;"ABSORVENTES";;
30;2;1;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"ABSORVENTE SEM ABAS";300201;"ABSORVENTES";;
30;2;2;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"ABSORVENTE COM ABAS";300202;"ABSORVENTES";;
30;2;3;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"ABSORVENTES ULTRA FINOS";300203;"ABSORVENTES";;
30;2;4;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"ABSORVENTE INCONTINENCI/A";300204;"ABSORVENTES";;
30;2;5;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"ABSORVENTE INTERNO";300205;"ABSORVENTES";;
30;2;6;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"PROTETOR INTIMO";300206;"ABSORVENTES";;
30;2;7;"HIPEL";"HIGIENE PESSOAL";"ABSORVENTES";"LENCO UMEDECIDO";300207;"ABSORVENTES";;
30;3;0;"HIPEL";"HIGIENE PESSOAL";"FRALDA GERIATRICA";;300300;"FRALDA GERIATRICA";;
30;3;1;"HIPEL";"HIGIENE PESSOAL";"FRALDA GERIATRICA";"FRALDA ADULTO/PROTETOR PAR";300301;"FRALDA GERIATRICA";;
30;4;0;"HIPEL";"HIGIENE PESSOAL";"SABONETE";;300400;"SABONETE";;
30;4;1;"HIPEL";"HIGIENE PESSOAL";"SABONETE";"SABONETE INTIMO";300401;"SABONETE";;
30;5;0;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";;300500;"PRIMEIROS SOCORROS";;
30;5;1;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";"CURATIVO";300501;"PRIMEIROS SOCORROS";;
30;5;2;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";"CALICIDA";300502;"PRIMEIROS SOCORROS";;
30;5;3;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";"GASE";300503;"PRIMEIROS SOCORROS";;
30;5;4;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";"ESPARADRAPO";300504;"PRIMEIROS SOCORROS";;
30;5;5;"HIPEL";"HIGIENE PESSOAL";"PRIMEIROS SOCORROS";"ALGODAO";300505;"PRIMEIROS SOCORROS";;
31;0;0;"HIPEL";"ARTIGOS PARA CABELO";;;310000;;;
31;1;0;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";;310100;"SHAMPOO";;
31;1;1;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO PREMIUM";310101;"SHAMPOO";;
31;1;2;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO PRESTIGIO";310102;"SHAMPOO";;
31;1;3;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO SEMI-PRESTIGIO";310103;"SHAMPOO";;
31;1;4;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO POPULAR";310104;"SHAMPOO";;
31;1;5;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO 2 EM 1";310105;"SHAMPOO";;
31;1;6;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO ANTI-CASPA/ANTI-QU";310106;"SHAMPOO";;
31;1;7;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"SHAMPOO KITS";310107;"SHAMPOO";;
31;1;8;"HIPEL";"ARTIGOS PARA CABELO";"SHAMPOO";"PRE-SHAMPOO";310108;"SHAMPOO";;
31;2;0;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";;310200;"CONDICIONADOR";;
31;2;1;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";"CONDICIONADOR PREMIUM";310201;"CONDICIONADOR";;
31;2;2;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";"CONDICIONADOR PRESTIGIO";310202;"CONDICIONADOR";;
31;2;3;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";"CONDICIONADOR SEMI-PRESTIG";310203;"CONDICIONADOR";;
31;2;4;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";"CONDICIONADOR POPULAR";310204;"CONDICIONADOR";;
31;2;5;"HIPEL";"ARTIGOS PARA CABELO";"CONDICIONADOR";"CONDICIONADOR ANTI-CASPA";310205;"CONDICIONADOR";;
31;3;0;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";;310300;"CREME PARA CABELO";;
31;3;1;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"CREME DE PENTEAR";310301;"CREME PARA CABELO";;
31;3;2;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"CREME DE TRATAMENTO";310302;"CREME PARA CABELO";;
31;3;3;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"MASCARA CAPILAR";310303;"CREME PARA CABELO";;
31;3;4;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"CREME RELAXANTE";310304;"CREME PARA CABELO";;
31;3;5;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"CREME ALIZANTE";310305;"CREME PARA CABELO";;
31;3;6;"HIPEL";"ARTIGOS PARA CABELO";"CREME PARA CABELO";"UMIDIFICADOR";310306;"CREME PARA CABELO";;
31;4;0;"HIPEL";"ARTIGOS PARA CABELO";"GEL/FIZADOR/MOUSSE";;310400;"GEL/FIZADOR/MOUSSE";;
31;4;1;"HIPEL";"ARTIGOS PARA CABELO";"GEL/FIZADOR/MOUSSE";"GEL";310401;"GEL/FIZADOR/MOUSSE";;
31;4;2;"HIPEL";"ARTIGOS PARA CABELO";"GEL/FIZADOR/MOUSSE";"FIXADOR";310402;"GEL/FIZADOR/MOUSSE";;
31;4;3;"HIPEL";"ARTIGOS PARA CABELO";"GEL/FIZADOR/MOUSSE";"MOUSSE";310403;"GEL/FIZADOR/MOUSSE";;
31;5;0;"HIPEL";"ARTIGOS PARA CABELO";"OLEO CAPILAR/REPARADOR DE PONTAS";;310500;"OLEO CAPILAR/REPARADOR DE PONTAS";;
31;5;1;"HIPEL";"ARTIGOS PARA CABELO";"OLEO CAPILAR/REPARADOR DE PONTAS";"OLEO CAPILAR";310501;"OLEO CAPILAR/REPARADOR DE PONTAS";;
31;5;2;"HIPEL";"ARTIGOS PARA CABELO";"OLEO CAPILAR/REPARADOR DE PONTAS";"REPARADOR DE PONTAS";310502;"OLEO CAPILAR/REPARADOR DE PONTAS";;
31;6;0;"HIPEL";"ARTIGOS PARA CABELO";"TINTURA";;310600;"TINTURA";;
31;6;1;"HIPEL";"ARTIGOS PARA CABELO";"TINTURA";"COLORACAO PERMANENTE C/ AM";310601;"TINTURA";;
31;6;2;"HIPEL";"ARTIGOS PARA CABELO";"TINTURA";"COLORACAO PERMANENTE S/ AM";310602;"TINTURA";;
31;6;3;"HIPEL";"ARTIGOS PARA CABELO";"TINTURA";"TONALIZANTE";310603;"TINTURA";;
31;6;4;"HIPEL";"ARTIGOS PARA CABELO";"TINTURA";"COLORACAO TEMPORARIA";310604;"TINTURA";;
31;7;0;"HIPEL";"ARTIGOS PARA CABELO";"ACESSORIO PARA CABELO";;310700;"ACESSORIO PARA CABELO";;
31;7;1;"HIPEL";"ARTIGOS PARA CABELO";"ACESSORIO PARA CABELO";"PENTE";310701;"ACESSORIO PARA CABELO";;
31;7;2;"HIPEL";"ARTIGOS PARA CABELO";"ACESSORIO PARA CABELO";"ESCOVA";310702;"ACESSORIO PARA CABELO";;
31;7;3;"HIPEL";"ARTIGOS PARA CABELO";"ACESSORIO PARA CABELO";"ACESSORIOS P/ CABELOS OUTR";310703;"ACESSORIO PARA CABELO";;
32;0;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";;;320000;;;
32;1;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";;320100;"ESCOVAS";;
32;1;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";"ESCOVA PARA CALCADOS";320101;"ESCOVAS";;
32;1;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";"ESCOVA PARA BANHO E UNHA";320102;"ESCOVAS";;
32;1;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";"ESCOVA PARA LAVAR ROUPA";320103;"ESCOVAS";;
32;1;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";"ESCOVA PARA SANITARIO";320104;"ESCOVAS";;
32;1;5;"BAZAR";"ACESSORIOS PARA LIMPEZA";"ESCOVAS";"ESCOVA PARA PIA E LOUCA";320105;"ESCOVAS";;
32;2;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LUVAS";;320200;"LUVAS";;
32;2;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LUVAS";"LUVA MULTI USO";320201;"LUVAS";;
32;2;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LUVAS";"LUVA PARA TINTURA";320202;"LUVAS";;
32;2;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LUVAS";"LUVA TAREFA PESADA";320203;"LUVAS";;
32;2;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LUVAS";"DISPONIVEL";320204;"LUVAS";;
32;3;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DISPONIVEL";;320300;"DISPONIVEL";;
32;3;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DISPONIVEL";"LA PALHA DE ACO";320301;"DISPONIVEL";;
32;3;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DISPONIVEL";"ESPONJA LISA/ANTIADERENTE";320302;"DISPONIVEL";;
32;3;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DISPONIVEL";"ESPONJA DUPLA FACE";320303;"DISPONIVEL";;
32;4;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PANOS PARA LIMPEZA";;320400;"PANOS PARA LIMPEZA";;
32;4;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PANOS PARA LIMPEZA";"PANO DE CHAO";320401;"PANOS PARA LIMPEZA";;
32;4;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PANOS PARA LIMPEZA";"PANO MULTI USO";320402;"PANOS PARA LIMPEZA";;
32;4;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PANOS PARA LIMPEZA";"FLANELA";320403;"PANOS PARA LIMPEZA";;
32;4;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PANOS PARA LIMPEZA";"SACO PARA LIMPEZA";320404;"PANOS PARA LIMPEZA";;
32;5;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"SACOS PARA LIXO";;320500;"SACOS PARA LIXO";;
32;5;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"SACOS PARA LIXO";"SACO LIXO 15L";320501;"SACOS PARA LIXO";;
32;5;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"SACOS PARA LIXO";"SACO LIXO 30L";320502;"SACOS PARA LIXO";;
32;5;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"SACOS PARA LIXO";"SACO LIXO 50L";320503;"SACOS PARA LIXO";;
32;5;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"SACOS PARA LIXO";"SACO LIXO 90/100L";320504;"SACOS PARA LIXO";;
32;6;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CORDAS P/VARAIS E PRENDEDORES";;320600;"CORDAS P/VARAIS E PRENDEDORES";;
32;6;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CORDAS P/VARAIS E PRENDEDORES";"CORDA PARA VARAL";320601;"CORDAS P/VARAIS E PRENDEDORES";;
32;6;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CORDAS P/VARAIS E PRENDEDORES";"PRENDEDOR";320602;"CORDAS P/VARAIS E PRENDEDORES";;
32;7;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"VASSOURAS";;320700;"VASSOURAS";;
32;7;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"VASSOURAS";"VASSOURA DE PELO";320701;"VASSOURAS";;
32;7;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"VASSOURAS";"VASSOURA DE NYLON";320702;"VASSOURAS";;
32;7;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"VASSOURAS";"VASSOURA DE PIACAVA/RECICL";320703;"VASSOURAS";;
32;7;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"VASSOURAS";"VASSOURINHA";320704;"VASSOURAS";;
32;8;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"RODOS";;320800;"RODOS";;
32;8;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"RODOS";"RODO DE MADEIRA";320801;"RODOS";;
32;8;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"RODOS";"RODO DE PLASTICO/SECADOR";320802;"RODOS";;
32;8;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"RODOS";"RODO DE ALUMINIO";320803;"RODOS";;
32;9;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PAS PARA LIXO";;320900;"PAS PARA LIXO";;
32;9;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PAS PARA LIXO";"PA DE METAL";320901;"PAS PARA LIXO";;
32;9;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"PAS PARA LIXO";"PA DE PLASTICO";320902;"PAS PARA LIXO";;
32;10;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DESENTUPIDOR";;321000;"DESENTUPIDOR";;
32;10;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DESENTUPIDOR";"DESENTUPIDOR PLASTICO";321001;"DESENTUPIDOR";;
32;10;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"DESENTUPIDOR";"BALDE MOP";321002;"DESENTUPIDOR";;
32;11;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LAVANDERIA";;321100;"LAVANDERIA";;
32;11;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LAVANDERIA";"BALDE";321101;"LAVANDERIA";;
32;11;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LAVANDERIA";"BACIA";321102;"LAVANDERIA";;
32;11;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LAVANDERIA";"TACHO";321103;"LAVANDERIA";;
32;11;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LAVANDERIA";"CESTOS";321104;"LAVANDERIA";;
32;12;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";;321200;"LIXEIRAS";;
32;12;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA P/PAPEL";321201;"LIXEIRAS";;
32;12;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA P/PIA";321202;"LIXEIRAS";;
32;12;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA ATE 10L";321203;"LIXEIRAS";;
32;12;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA ATE 15L";321204;"LIXEIRAS";;
32;12;5;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA ATE 20L";321205;"LIXEIRAS";;
32;12;6;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA ATE 40L";321206;"LIXEIRAS";;
32;12;7;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXAO";321207;"LIXEIRAS";;
32;12;8;"BAZAR";"ACESSORIOS PARA LIMPEZA";"LIXEIRAS";"LIXEIRA INOX";321208;"LIXEIRAS";;
32;13;0;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CESTOS E CESTAS";;321300;"CESTOS E CESTAS";;
32;13;1;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CESTOS E CESTAS";"PRENDEDOR";321301;"CESTOS E CESTAS";;
32;13;2;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CESTOS E CESTAS";"PAPEL";321302;"CESTOS E CESTAS";;
32;13;3;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CESTOS E CESTAS";"LIXO";321303;"CESTOS E CESTAS";;
32;13;4;"BAZAR";"ACESSORIOS PARA LIMPEZA";"CESTOS E CESTAS";"ROUPA";321304;"CESTOS E CESTAS";;
33;0;0;"HIPEL";"PRODUTOS PARA LIMPEZA";;;330000;;;
33;1;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM PO";;330100;"SABAO EM PO";;
33;1;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM PO";"SABAO PO CX 400/500G";330101;"SABAO EM PO";;
33;1;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM PO";"SABAO PO BAG";330102;"SABAO EM PO";;
33;1;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM PO";"SABAO PO 1KG";330103;"SABAO EM PO";;
33;1;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM PO";"SABAO PO COCO";330104;"SABAO EM PO";;
33;2;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";;330200;"LAVA ROUPAS";;
33;2;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";"LAVA ROUPAS 500ML";330201;"LAVA ROUPAS";;
33;2;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";"LAVA ROUPAS 1L A 2L";330202;"LAVA ROUPAS";;
33;2;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";"DISPONIVEL";330203;"LAVA ROUPAS";;
33;2;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";"DISPONIVEL";330204;"LAVA ROUPAS";;
33;2;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"LAVA ROUPAS";"DISPONIVEL";330205;"LAVA ROUPAS";;
33;3;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";;330300;"DETERGENTE LIQUIDO/PO";;
33;3;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO NEUTRO";330301;"DETERGENTE LIQUIDO/PO";;
33;3;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO MACA 50";330302;"DETERGENTE LIQUIDO/PO";;
33;3;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO LIMAO 5";330303;"DETERGENTE LIQUIDO/PO";;
33;3;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO COCO 50";330304;"DETERGENTE LIQUIDO/PO";;
33;3;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO OUTROS";330305;"DETERGENTE LIQUIDO/PO";;
33;3;6;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO 2L/1.5L";330306;"DETERGENTE LIQUIDO/PO";;
33;3;7;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE LIQUIDO GEL 500";330307;"DETERGENTE LIQUIDO/PO";;
33;3;8;"HIPEL";"PRODUTOS PARA LIMPEZA";"DETERGENTE LIQUIDO/PO";"DETERGENTE/LAVA LOUCA";330308;"DETERGENTE LIQUIDO/PO";;
33;4;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";;330400;"SABAO EM BARRA";;
33;4;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";"SABAO DE BARRA COCO";330401;"SABAO EM BARRA";;
33;4;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";"SABAO DE BARRA LIMAO";330402;"SABAO EM BARRA";;
33;4;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";"SABAO DE BARRA AZUL";330403;"SABAO EM BARRA";;
33;4;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";"SABAO DE BARRA NEUTRO";330404;"SABAO EM BARRA";;
33;4;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO EM BARRA";"SABAO DE BARRA BICOLOR/ROS";330405;"SABAO EM BARRA";;
33;5;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO LIQUIDO/PASTA";;330500;"SABAO LIQUIDO/PASTA";;
33;5;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO LIQUIDO/PASTA";"SABAO LIQUIDO";330501;"SABAO LIQUIDO/PASTA";;
33;5;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO LIQUIDO/PASTA";"SABAO EM PASTA";330502;"SABAO LIQUIDO/PASTA";;
33;5;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO LIQUIDO/PASTA";"DISPONIVEL";330503;"SABAO LIQUIDO/PASTA";;
33;5;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"SABAO LIQUIDO/PASTA";"DISPONIVEL";330504;"SABAO LIQUIDO/PASTA";;
33;6;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";;330600;"AGUA SANITARIA/ALVEJANTE";;
33;6;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";"AGUA SANITARIA 1L";330601;"AGUA SANITARIA/ALVEJANTE";;
33;6;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";"AGUA SANITARIA 2L";330602;"AGUA SANITARIA/ALVEJANTE";;
33;6;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";"ALVEJANTE CLORIFICADO";330603;"AGUA SANITARIA/ALVEJANTE";;
33;6;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";"ALVEJANTE PRE LAVAGEM TIRA";330604;"AGUA SANITARIA/ALVEJANTE";;
33;6;5;"HIPEL";"PRODUTOS PARA LIMPEZA";"AGUA SANITARIA/ALVEJANTE";"ALVEJANTE SEM CLORO";330605;"AGUA SANITARIA/ALVEJANTE";;
33;7;0;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";;330700;"AMACIANTES";;
33;7;1;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";"AMACIANTE 500ML";330701;"AMACIANTES";;
33;7;2;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";"AMACIANTE 1.5L";330702;"AMACIANTES";;
33;7;3;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";"AMACIANTE 2L";330703;"AMACIANTES";;
33;7;4;"HIPEL";"PRODUTOS PARA LIMPEZA";"AMACIANTES";"DISPONIVEL";330704;"AMACIANTES";;
